sex	age	perceivedWeight	height	weight
Male	16	Slightly underweight	182.88	61.23492
Female	19	Slightly underweight	160.02	56.699
Male	17	About the right weight	172.72	58.96696
Female	15	Slightly overweight	162.56	59.420552
Female	19	Slightly overweight	172.72	86.18248
Male	16	Slightly underweight	170.18	62.595696
Female	15	About the right weight	175.26	67.585208
Male	19	About the right weight	172.72	77.11064
Female	17	About the right weight	167.64	57.606184
Female	15	Slightly overweight	157.48	58.96696
Female	19	About the right weight	157.48	52.16308
Male	17	About the right weight	170.18	63.50288
Male	16	About the right weight	167.64	74.84268
Male	19	About the right weight	175.26	81.64656
Male	18	About the right weight	177.8	77.11064
Male	16	About the right weight	180.34	72.57472
Female	16	About the right weight	162.56	57.152592
Female	17	Slightly underweight	160.02	58.96696
Male	19	Slightly underweight	167.64	58.96696
Female	15	Slightly overweight	162.56	68.0388
Female	17	Slightly overweight	162.56	56.699
Male	15	About the right weight	180.34	81.64656
Male	16	Slightly overweight	175.26	71.667536
Male	17	Slightly overweight	182.88	87.996848
Female	19	Slightly overweight	165.1	81.64656
Female	16	Slightly overweight	170.18	77.11064
Male	20	Slightly overweight	177.8	86.18248
Female	18	About the right weight	160.02	63.50288
Male	19	About the right weight	180.34	90.7184
Male	16	About the right weight	167.64	56.699
Male	15	About the right weight	185.42	63.50288
Female	18	Slightly overweight	165.1	77.11064
Male	18	Slightly overweight	180.34	77.11064
Female	15	About the right weight	162.56	63.049288
Male	18	About the right weight	177.8	77.11064
Male	15	Slightly underweight	175.26	58.96696
Male	16	About the right weight	193.04	106.59412
Male	15	Slightly underweight	187.96	72.57472
Male	19	About the right weight	177.8	65.77084
Male	17	Slightly overweight	180.34	81.64656
Female	18	Slightly overweight	170.18	65.77084
Female	18	Slightly overweight	172.72	63.50288
Male	19	About the right weight	187.96	104.32616
Female	18	Slightly overweight	175.26	83.460928
Male	17	About the right weight	172.72	63.50288
Male	16	About the right weight	185.42	74.84268
Male	16	Slightly underweight	175.26	61.23492
Female	19	Slightly overweight	165.1	58.96696
Female	17	About the right weight	162.56	56.245408
Male	15	Very overweight	175.26	98.883056
Male	18	Slightly overweight	185.42	113.398
Female	16	Slightly overweight	162.56	72.57472
Male	19	About the right weight	170.18	65.77084
Male	18	About the right weight	187.96	74.84268
Female	18	About the right weight	170.18	60.327736
Male	15	About the right weight	180.34	65.77084
Female	18	Slightly overweight	167.64	88.45044
Male	15	Slightly underweight	167.64	45.3592
Female	19	Very overweight	167.64	84.821704
Female	18	About the right weight	170.18	63.50288
Female	18	Slightly underweight	165.1	53.070264
Female	19	About the right weight	162.56	54.43104
Female	15	Slightly underweight	167.64	49.89512
Male	19	About the right weight	177.8	74.84268
Female	16	Slightly underweight	162.56	49.89512
Male	19	About the right weight	172.72	81.64656
Female	19	Slightly overweight	160.02	53.523856
Male	16	Slightly overweight	182.88	127.00576
Male	16	About the right weight	175.26	65.77084
Male	15	About the right weight	182.88	68.0388
Female	18	About the right weight	170.18	56.699
Male	15	About the right weight	180.34	68.0388
Female	20	About the right weight	160.02	56.699
Male	19	About the right weight	193.04	81.64656
Male	17	About the right weight	182.88	88.45044
Female	18	About the right weight	165.1	61.688512
Female	15	Slightly overweight	157.48	56.699
Female	17	About the right weight	160.02	47.62716
Male	16	Slightly underweight	154.94	40.82328
Male	17	About the right weight	175.26	68.0388
Male	18	Slightly overweight	180.34	77.11064
Male	16	Slightly underweight	177.8	61.23492
Female	19	About the right weight	165.1	58.96696
Male	19	Very overweight	180.34	131.54168
Female	19	About the right weight	165.1	63.50288
Female	17	About the right weight	175.26	61.23492
Male	16	About the right weight	182.88	62.142104
Female	17	Slightly overweight	160.02	54.43104
Female	17	Slightly underweight	160.02	44.452016
Male	15	Slightly underweight	187.96	70.30676
Male	19		165.1	63.50288
Female	15	Slightly overweight	162.56	59.874144
Female	16	Slightly overweight	160.02	65.77084
Female	17	Slightly overweight	157.48	81.64656
Female	18	Slightly underweight	154.94	45.3592
Male	18	Slightly underweight	185.42	79.3786
Female	18	About the right weight	167.64	59.874144
Male	15	About the right weight	172.72	57.152592
Male	16	Slightly underweight	180.34	61.23492
Male	19	About the right weight	177.8	58.96696
Male	19	About the right weight	180.34	74.84268
Male	16	About the right weight	180.34	77.11064
Male	18	Slightly underweight	177.8	63.50288
Female	19	Slightly overweight	170.18	-0.453592
Female	17	Slightly overweight	172.72	78.925008
Female	18	About the right weight	160.02	56.245408
Male	17	Slightly underweight	187.96	68.0388
Male	15	About the right weight	190.5	77.11064
Male	15	Slightly overweight	172.72	90.7184
Male	16	Slightly overweight	182.88	90.7184
Female	18	About the right weight	172.72	65.77084
Male	15	Slightly underweight	193.04	79.3786
Male	17	About the right weight	167.64	68.0388
Female	17	Slightly overweight	167.64	77.11064
Male	18	Very overweight	185.42	95.25432
Female	15	Slightly overweight	170.18	65.77084
Male	18	About the right weight	180.34	77.11064
Male	16	About the right weight	190.5	92.98636
Male	18	About the right weight	175.26	77.11064
Male	18	Slightly underweight	187.96	83.91452
Female	15	About the right weight	167.64	61.23492
Male	16	Slightly underweight	175.26	56.699
Female	18	Slightly overweight	172.72	70.30676
Female	19	About the right weight	170.18	61.23492
Female	16	Slightly overweight	162.56	61.23492
Male	18	Slightly overweight	182.88	79.3786
Male	15	Slightly underweight	167.64	56.245408
Male	18	About the right weight	185.42	89.811216
Female	19	About the right weight	167.64	54.43104
Female	18	About the right weight	175.26	65.77084
Male	17	About the right weight	172.72	67.131616
Male	17	About the right weight	175.26	68.0388
Male	17	About the right weight	170.18	66.224432
Male	17	About the right weight	175.26	77.11064
Male	15	Slightly underweight	170.18	53.977448
Female	16	Very overweight	162.56	88.45044
Female	19	About the right weight	170.18	56.699
Female	16	Very overweight	180.34	90.7184
Female	15	About the right weight	175.26	58.96696
Male	18	About the right weight	185.42	81.64656
Female	19	About the right weight	172.72	74.84268
Female	19	Slightly overweight	165.1	69.399576
Female	15	About the right weight	170.18	56.699
Male	18	About the right weight	180.34	61.23492
Female	16	Slightly underweight	162.56	49.89512
Male	17	Slightly overweight	180.34	108.86208
Male	15	About the right weight	165.1	54.43104
Female	15	About the right weight	167.64	54.43104
Male	17	About the right weight	182.88	68.0388
Male	15	About the right weight	170.18	38.55532
Female	15	Slightly overweight	165.1	56.699
Male	16	Slightly underweight	187.96	65.77084
Male	16	Slightly overweight	162.56	63.50288
Female	19	About the right weight	160.02	65.77084
Female	16	About the right weight	187.96	72.57472
Female	15	About the right weight	175.26	58.96696
Female	18	Slightly underweight	160.02	49.89512
Female	17	Slightly overweight	160.02	56.699
Male	18	About the right weight	182.88	72.57472
Female	18	About the right weight	170.18	58.96696
Male	19	About the right weight	170.18	72.57472
Male	17	Slightly overweight	170.18	66.224432
Male	17	Slightly overweight	187.96	74.84268
Female	18	Slightly overweight	165.1	63.50288
Female	18	About the right weight	170.18	54.43104
Male	16	Slightly underweight	180.34	63.50288
Male	16	About the right weight	180.34	63.50288
Female	15	About the right weight	154.94	52.16308
Male	19	About the right weight	187.96	90.7184
Female	18	About the right weight	167.64	54.43104
Female	16	Very overweight	162.56	90.7184
Female	19	About the right weight	165.1	63.50288
Male	16	About the right weight	182.88	68.0388
Female	17	Slightly underweight	160.02	47.173568
Female	14	About the right weight	167.64	55.791816
Male	15	About the right weight	177.8	63.50288
Male	17	Slightly underweight	182.88	74.84268
Male	15	About the right weight	172.72	61.23492
Female	19	Slightly underweight	170.18	52.16308
Female	18	Slightly underweight	177.8	54.43104
Female	18	Slightly overweight	167.64	77.11064
Male	16	About the right weight	180.34	97.52228
Male	16	Slightly underweight	182.88	67.585208
Female	17	Very overweight	172.72	75.749864
Female	19	Slightly overweight	177.8	72.57472
Female	16	About the right weight	162.56	56.699
Female	16	About the right weight	162.56	68.0388
Male	19	About the right weight	162.56	45.3592
Male	17	Slightly underweight	175.26	63.50288
Male	16	About the right weight	175.26	74.84268
Female	17	Slightly underweight	162.56	54.43104
Male	19	About the right weight	180.34	65.77084
Male	18	Slightly overweight	185.42	83.91452
Male	19	About the right weight	193.04	70.30676
Male	18	About the right weight	187.96	68.0388
Male	16	About the right weight	180.34	69.399576
Male	20	About the right weight	177.8	78.471416
Female	18	About the right weight	167.64	48.534344
Female	17	Slightly overweight	167.64	72.57472
Male	15	About the right weight	187.96	74.84268
Male	19	About the right weight	182.88	68.0388
Male	16	Slightly overweight	172.72	65.77084
Male	19	Slightly overweight	182.88	111.13004
Female	19	About the right weight	170.18	45.3592
Male	17	About the right weight	180.34	68.0388
Female	16	About the right weight	160.02	49.89512
Female	15	About the right weight	167.64	52.16308
Female	18	Slightly overweight	167.64	70.30676
Male	16	About the right weight	193.04	83.91452
Male	16	Slightly overweight	170.18	74.84268
Female	16	Slightly overweight	154.94	55.338224
Male	15	About the right weight	172.72	55.791816
Male	15	Slightly overweight	177.8	83.91452
Male	18	About the right weight	190.5	76.203456
Male	16	About the right weight	172.72	54.43104
Female	19	Slightly underweight	170.18	58.513368
Female	16	About the right weight	160.02	46.266384
Male	15	About the right weight	157.48	47.62716
Female	18	Slightly overweight	154.94	-0.907184
Male	17	About the right weight	187.96	127.00576
Female	18	About the right weight	172.72	65.77084
Female	14	Very overweight	154.94	99.79024
Female	17	Slightly overweight	177.8	72.57472
Female	18	About the right weight	154.94	47.62716
Male	16	About the right weight	175.26	68.0388
Male	15	Slightly underweight	162.56	45.3592
Female	19	About the right weight	165.1	60.781328
Male	19	About the right weight	180.34	70.30676
Male	17	About the right weight	182.88	68.0388
Male	16	About the right weight	172.72	70.30676
Male	17	Slightly overweight	185.42	77.11064
Female	16	About the right weight	167.64	56.699
Male	15	Slightly overweight	170.18	99.79024
Male	15	About the right weight	157.48	54.43104
Male	18	About the right weight	187.96	71.667536
Male	17	About the right weight	172.72	61.23492
Female	19	About the right weight	170.18	54.43104
Female	19	About the right weight	170.18	58.513368
Male	18	About the right weight	172.72	68.0388
Male	17	Slightly underweight	193.04	80.739376
Male	17	About the right weight	193.04	80.739376
Female	19	Slightly underweight	162.56	44.452016
Female	15	Slightly overweight	162.56	58.96696
Female	16	Slightly overweight	152.4	52.16308
Male	19	About the right weight	187.96	74.84268
Female	15	Slightly overweight	167.64	58.96696
Female	19	Slightly underweight	172.72	58.059776
Female	17	About the right weight	175.26	65.77084
Female	15	Slightly overweight	167.64	65.77084
Male	18	About the right weight	177.8	65.77084
Male	17	About the right weight	180.34	68.0388
Female	17	About the right weight	160.02	51.255896
Male	15	About the right weight	170.18	58.96696
Male	16	About the right weight	172.72	65.77084
Female	15	About the right weight	162.56	61.23492
Male	19	About the right weight	180.34	68.0388
Male	17	About the right weight	175.26	68.0388
Female	18	Slightly overweight	170.18	117.93392
Male	17	Slightly overweight	172.72	72.57472
Male	18	About the right weight	170.18	70.30676
Female	15	Slightly overweight	162.56	-0.907184
Female	15	About the right weight	165.1	47.62716
Male	17	Very overweight	187.96	97.52228
Male	16	About the right weight	182.88	62.595696
Female	19	Slightly overweight	154.94	58.059776
Female	17	About the right weight	154.94	54.43104
Female	19	About the right weight	160.02	48.987936
Female	18	About the right weight	165.1	63.50288
Female	17	Slightly overweight	162.56	68.0388
Male	18	About the right weight	187.96	77.11064
Female	18	Slightly overweight	160.02	74.84268
Male	16	Slightly overweight	180.34	81.64656
Male	18	Slightly overweight	185.42	99.79024
Female	16	About the right weight	157.48	54.43104
Female	19	Slightly overweight	162.56	54.43104
Female	19	About the right weight	152.4	47.62716
Female	19	Slightly overweight	165.1	63.50288
Female	19	Very overweight	172.72	99.79024
Female	16	Slightly overweight	170.18	68.0388
Male	16	Slightly overweight	182.88	113.398
Female	18	Very overweight	167.64	72.57472
Male	16	Very overweight	170.18	77.11064
Male	17	Slightly underweight	185.42	68.0388
Male	20	Slightly overweight	190.5	95.25432
Male	17	About the right weight	180.34	81.64656
Female	15	About the right weight	165.1	54.43104
Female	16	About the right weight	167.64	65.77084
Male	18	Slightly overweight	190.5	130.634496
Male	18	Slightly underweight	175.26	58.96696
Female	15	About the right weight	170.18	65.77084
Female	18	Slightly overweight	172.72	58.96696
Male	16	About the right weight	162.56	52.16308
Male	19	About the right weight	175.26	108.86208
Male	18	About the right weight	175.26	77.11064
Female	16	Slightly overweight	152.4	52.16308
Female	17	Slightly overweight	172.72	72.57472
Female	18	About the right weight	172.72	57.606184
Female	17	About the right weight	172.72	58.96696
Female	17	About the right weight	157.48	68.0388
Female	17	Slightly overweight	167.64	63.50288
Male	15	Slightly underweight	170.18	54.43104
Male	16	About the right weight	193.04	76.203456
Female	18	Slightly overweight	170.18	83.91452
Male	16	About the right weight	172.72	79.3786
Female	15	About the right weight	177.8	-0.907184
Female	18	Slightly overweight	170.18	86.18248
Male	17	About the right weight	200.66	158.7572
Female	15	Slightly underweight	162.56	49.89512
Female	17	Slightly overweight	172.72	63.50288
Female	15	About the right weight	175.26	63.50288
Male	18	About the right weight	170.18	76.657048
Female	16	About the right weight	154.94	62.595696
Female	18	Slightly overweight	162.56	-0.453592
Male	17	Slightly overweight	182.88	113.398
Male	19	About the right weight	172.72	81.64656
Female	19	Slightly overweight	167.64	77.11064
Male	17	About the right weight	180.34	87.996848
Female	15	Slightly overweight	175.26	79.3786
Female	17	Slightly underweight	157.48	45.3592
Female	17	About the right weight	160.02	55.338224
Male	19	About the right weight	172.72	58.96696
Female	17	Slightly overweight	160.02	65.77084
Male	16	Slightly overweight	170.18	68.0388
Female	15	About the right weight	177.8	56.699
Female	17	About the right weight	180.34	68.0388
Female	18	Slightly underweight	157.48	49.89512
Female	16	Very overweight	172.72	102.0582
Female	16	About the right weight	165.1	57.606184
Female	18	About the right weight	162.56	49.89512
Female	15	About the right weight	152.4	47.62716
Male	17	Very underweight	172.72	149.68536
Female	15	About the right weight	160.02	43.998424
Female	19	Slightly underweight	157.48	49.89512
Female	17	About the right weight	162.56	63.50288
Male	19	About the right weight	180.34	79.3786
Male	15	Slightly underweight	172.72	54.43104
Female	17	About the right weight	160.02	63.50288
Male	16	About the right weight	187.96	72.57472
Female	19	Slightly overweight	165.1	81.64656
Female	16	Slightly overweight	170.18	99.79024
Male	18	Slightly overweight	177.8	99.79024
Female	16	About the right weight	177.8	70.30676
Male	19	About the right weight	175.26	61.23492
Female	17	About the right weight	154.94	54.43104
Male	17	About the right weight	180.34	76.203456
Male	16	Slightly overweight	160.02	74.84268
Female	17	Slightly overweight	154.94	54.43104
Female	14	Slightly overweight	157.48	54.43104
Male	18	Slightly underweight	190.5	81.64656
Male	15	About the right weight	172.72	54.43104
Male	17	Slightly overweight	177.8	108.86208
Female	19	Slightly overweight	170.18	63.50288
Female	15	About the right weight	157.48	49.89512
Male	18	Slightly overweight	180.34	99.79024
Male	17	Very overweight	182.88	122.46984
Male	19	Slightly overweight	193.04	108.86208
Male	18	Slightly overweight	180.34	77.11064
Male	19	About the right weight	180.34	70.30676
Male	19	About the right weight	165.1	58.96696
Female	16	About the right weight	152.4	47.62716
Female	19	Slightly overweight	157.48	56.699
Male	15	About the right weight	175.26	63.049288
Male	18	Slightly underweight	167.64	54.43104
Male	16	About the right weight	167.64	52.16308
Male	16	Slightly overweight	177.8	81.64656
Female	18	Slightly underweight	157.48	45.812792
Male	15	About the right weight	182.88	79.3786
Female	16	About the right weight	162.56	56.699
Male	14	About the right weight	182.88	72.57472
Female	19	Slightly overweight	172.72	78.017824
Male	17	Slightly underweight	160.02	54.43104
Female	19	About the right weight	160.02	50.802304
Male	17	Slightly overweight	167.64	77.11064
Male	19	About the right weight	172.72	58.96696
Male	16	About the right weight	175.26	72.57472
Male	16	About the right weight	180.34	68.0388
Male	18	About the right weight	187.96	99.79024
Male	18	About the right weight	172.72	66.224432
Male	16	Slightly overweight	182.88	92.98636
Female	16	Slightly overweight	160.02	63.50288
Female	15	About the right weight	147.32	54.43104
Male	19	About the right weight	177.8	72.57472
Female	16	About the right weight	157.48	52.616672
Male	15	About the right weight	175.26	72.57472
Male	19	Slightly overweight	177.8	74.84268
Male	16	Slightly overweight	170.18	70.30676
Female	16	About the right weight	162.56	54.43104
Male	19	About the right weight	180.34	77.11064
Male	19	About the right weight	167.64	70.30676
Female	16	About the right weight	160.02	49.89512
Female	16		154.94	44.905608
Female	18	About the right weight	165.1	54.43104
Male	19	About the right weight	177.8	74.84268
Male	18	Slightly overweight	175.26	90.7184
Male	17	Slightly underweight	182.88	70.30676
Male	17	About the right weight	177.8	74.84268
Male	15	About the right weight	172.72	65.77084
Male	17	About the right weight	177.8	74.84268
Male	17	About the right weight	187.96	83.91452
Female	16	Very overweight	175.26	81.64656
Male	15	Slightly underweight	162.56	54.884632
Female	17	About the right weight	167.64	65.77084
Male	16	Slightly underweight	190.5	75.749864
Male	17	About the right weight	182.88	63.50288
Female	17	Slightly overweight	154.94	58.96696
Female	19	About the right weight	165.1	56.699
Female	17	About the right weight	162.56	54.43104
Male	16	About the right weight	177.8	77.11064
Male	19	About the right weight	167.64	72.57472
Female	18	About the right weight	162.56	54.43104
Female	17	About the right weight	157.48	52.16308
Female	19	About the right weight	154.94	58.96696
Female	16	About the right weight	157.48	58.96696
Female	16	Very underweight	160.02	43.544832
Female	15	About the right weight	170.18	61.23492
Male	18	About the right weight	182.88	70.30676
Male	16	About the right weight	180.34	65.77084
Female	19	Slightly overweight	157.48	61.23492
Male	16	About the right weight	172.72	68.0388
Female	18	Slightly overweight	152.4	59.874144
Female	15	Slightly overweight	157.48	49.89512
Female	15	Slightly overweight	162.56	58.059776
Male	18	About the right weight	187.96	73.481904
Female	16	About the right weight	172.72	56.699
Male	15	About the right weight	182.88	78.017824
Female	15	Slightly overweight	162.56	52.16308
Male	19	Slightly underweight	175.26	49.89512
Male	18	About the right weight	180.34	65.77084
Male	16	About the right weight	182.88	88.45044
Female	16	About the right weight	167.64	58.96696
Female	17	Slightly underweight	162.56	48.987936
Male	17	About the right weight	172.72	68.0388
Male	14	About the right weight	162.56	74.389088
Male	18	Slightly overweight	182.88	107.501304
Female	17	About the right weight	162.56	58.96696
Female	19	Slightly overweight	162.56	72.57472
Female	18	Very overweight	175.26	127.00576
Male	15	About the right weight	170.18	67.131616
Male	15	Slightly overweight	177.8	95.25432
Male	15	Slightly overweight	162.56	77.11064
Male	15	Slightly underweight	180.34	60.781328
Female	17	About the right weight	160.02	63.50288
Male	17	About the right weight	182.88	97.52228
Male	18	Slightly underweight	177.8	68.0388
Male	16	Slightly overweight	170.18	74.84268
Male	19	About the right weight	182.88	77.11064
Male	18	Slightly underweight	175.26	56.699
Male	17	Slightly overweight	187.96	97.068688
Male	19	Very underweight	177.8	58.96696
Male	17	About the right weight	185.42	83.91452
Female	17	Slightly overweight	172.72	72.57472
Male	19	About the right weight	170.18	68.0388
Male	18	About the right weight	182.88	77.11064
Female	16	Slightly overweight	170.18	72.57472
Female	18	Slightly overweight	170.18	77.11064
Female	15	About the right weight	165.1	63.50288
Male	16	About the right weight	167.64	63.50288
Female	16	About the right weight	160.02	61.23492
Male	17	About the right weight	182.88	77.11064
Male	19	Slightly underweight	185.42	79.3786
Male	15	About the right weight	177.8	70.30676
Male	19	About the right weight	185.42	70.30676
Male	19	Slightly underweight	187.96	72.57472
Female	19	About the right weight	172.72	58.96696
Female	18	Very overweight	160.02	63.50288
Male	16	About the right weight	175.26	83.007336
Male	15	Slightly overweight	177.8	115.66596
Female	20		177.8	-0.907184
Male	17	Slightly underweight	182.88	72.57472
Male	17	Very underweight	172.72	56.699
Female	15	About the right weight	160.02	49.89512
Female	18	Slightly overweight	180.34	90.7184
Male	16	Very underweight	170.18	54.43104
Female	18	Slightly overweight	167.64	68.0388
Female	17	Slightly overweight	165.1	61.23492
Male	15	About the right weight	170.18	61.23492
Female	16	About the right weight	167.64	53.523856
Female	17	About the right weight	147.32	46.719976
Female	19	Slightly underweight	162.56	48.080752
Male	16	About the right weight	177.8	83.91452
Male	14	Slightly underweight	170.18	54.43104
Female	15	Slightly overweight	160.02	61.23492
Female	17	About the right weight	157.48	52.16308
Male	18	About the right weight	182.88	77.11064
Male	16	Slightly overweight	177.8	77.11064
Female	18	About the right weight	165.1	54.43104
Female	16	Very overweight	160.02	86.18248
Female	19	About the right weight	172.72	63.50288
Male	16	About the right weight	180.34	86.18248
Female	16	Slightly overweight	167.64	65.77084
Female	16	About the right weight	167.64	54.43104
Male	15	About the right weight	180.34	68.0388
Female	16	Slightly overweight	170.18	70.30676
Female	17	About the right weight	165.1	56.699
Male	16	About the right weight	190.5	83.91452
Male	14	About the right weight	160.02	53.523856
Male	15	About the right weight	175.26	79.3786
Male	18	About the right weight	180.34	81.64656
Male	17	Very underweight	180.34	142.88148
Female	15	About the right weight	162.56	56.699
Male	18	About the right weight	180.34	61.23492
Female	17	About the right weight	172.72	48.987936
Female	17	About the right weight	162.56	61.23492
Female	15	About the right weight	162.56	54.43104
Male	18	About the right weight	172.72	61.23492
Male	15	About the right weight	182.88	68.0388
Male	16	About the right weight	180.34	75.749864
Female	15	About the right weight	162.56	63.50288
Female	19	Slightly overweight	157.48	63.50288
Female	17	Slightly overweight	154.94	58.96696
Male	19	Slightly overweight	190.5	129.27372
Female	17	Slightly overweight	167.64	65.77084
Female	15	About the right weight	160.02	61.23492
Female	16	About the right weight	157.48	52.16308
Female	19	Very overweight	167.64	77.11064
Male	17	About the right weight	172.72	57.606184
Female	18	Slightly overweight	160.02	136.0776
Male	17	About the right weight	182.88	72.57472
Male	18	About the right weight	182.88	73.481904
Male	15	Slightly overweight	175.26	95.25432
Male	15	About the right weight	172.72	58.059776
Male	17	Slightly overweight	187.96	90.7184
Female	19	About the right weight	165.1	58.96696
Male	18	About the right weight	187.96	83.91452
Female	17	About the right weight	157.48	56.699
Male	17	About the right weight	172.72	54.43104
Male	15	About the right weight	182.88	58.96696
Male	18	About the right weight	165.1	58.96696
Female	16	Slightly overweight	162.56	-0.907184
Female	19	Slightly overweight	170.18	72.57472
Male	16	About the right weight	177.8	62.595696
Male	19	Slightly overweight	182.88	88.904032
Female	17	About the right weight	157.48	45.3592
Female	19	Slightly overweight	165.1	86.18248
Male	16	Slightly overweight	172.72	117.026736
Female	19	About the right weight	175.26	63.50288
Male	16	About the right weight	195.58	93.893544
Male	17	About the right weight	180.34	83.007336
Male	17	Slightly overweight	180.34	77.11064
Male	15	About the right weight	160.02	54.43104
Female	16	Slightly underweight	154.94	45.3592
Female	17	Slightly overweight	167.64	68.0388
Male	16	Slightly underweight	182.88	64.863656
Female	19	Slightly overweight	162.56	72.57472
Male	19	About the right weight	175.26	65.77084
Female	16	About the right weight	170.18	58.96696
Female	15	Slightly underweight	162.56	46.266384
Female	16	Slightly overweight	172.72	72.57472
Male	17	Slightly underweight	187.96	56.699
Male	19	Slightly underweight	185.42	90.7184
Male	19	Very underweight	182.88	63.50288
Male	15	Slightly overweight	190.5	70.30676
Male	17	Slightly overweight	185.42	92.98636
Female	17	Slightly overweight	175.26	63.50288
Male	19	Slightly underweight	177.8	61.23492
Male	17	Slightly underweight	177.8	57.606184
Female	16	About the right weight	160.02	49.89512
Male	18	Slightly underweight	182.88	68.0388
Male	15	About the right weight	190.5	74.84268
Female	17	About the right weight	167.64	54.43104
Female	17	Very underweight	167.64	52.16308
Male	18	About the right weight	185.42	70.30676
Male	18	About the right weight	180.34	70.760352
Male	15	Slightly underweight	180.34	56.699
Male	19	About the right weight	195.58	74.84268
Female	19	Very overweight	165.1	95.25432
Male	17	Slightly underweight	160.02	56.699
Male	16	About the right weight	180.34	83.91452
Male	18	About the right weight	172.72	99.79024
Male	15	Slightly overweight	170.18	99.79024
Male	14	About the right weight	180.34	65.77084
Male	18	Slightly underweight	160.02	54.43104
Female	15	About the right weight	162.56	49.89512
Male	15	Slightly overweight	172.72	99.79024
Male	19		175.26	77.11064
Female	19	Slightly overweight	160.02	88.45044
Male	19	Slightly underweight	208.28	88.45044
Male	17	Slightly overweight	195.58	81.64656
Male	15	Very underweight	154.94	37.648136
Male	15	Slightly overweight	172.72	58.96696
Female	16	Slightly overweight	160.02	54.43104
Female	18	About the right weight	162.56	61.23492
Female	17	About the right weight	157.48	54.43104
Female	16	About the right weight	170.18	52.16308
Male	15	About the right weight	167.64	56.699
Male	19	About the right weight	172.72	68.0388
Female	19	Slightly overweight	175.26	86.18248
Male	15	About the right weight	180.34	74.84268
Male	19	About the right weight	190.5	90.7184
Female	19	About the right weight	175.26	63.50288
Female	17	About the right weight	162.56	49.89512
Male	15	About the right weight	193.04	70.30676
Male	15	About the right weight	185.42	63.50288
Male	16	About the right weight	170.18	68.0388
Male	18	Slightly underweight	175.26	61.23492
Female	17	About the right weight	172.72	58.96696
Male	15	Slightly underweight	185.42	63.50288
Male	17	Slightly overweight	185.42	87.543256
Male	15	About the right weight	170.18	61.23492
Female	16	Slightly overweight	152.4	52.16308
Male	17	Slightly overweight	193.04	131.54168
Male	17	Slightly overweight	190.5	117.93392
Male	17	About the right weight	172.72	63.50288
Female	19	About the right weight	177.8	63.50288
Male	17	Slightly underweight	190.5	79.3786
Male	17	About the right weight	182.88	70.760352
Female	15	About the right weight	170.18	56.699
Male	15	About the right weight	172.72	56.699
Female	17	About the right weight	167.64	54.43104
Male	18	About the right weight	170.18	58.96696
Female	18	Slightly overweight	167.64	74.84268
Male	17	Slightly underweight	182.88	61.23492
Female	19	Slightly overweight	160.02	61.23492
Female	19	Slightly overweight	170.18	63.50288
Female	15	Slightly overweight	167.64	-0.453592
Male	19	About the right weight	185.42	83.91452
Female	15	Slightly overweight	152.4	34.0194
Female	16	Slightly overweight	152.4	63.50288
Female	18	Slightly overweight	172.72	68.0388
Male	17	About the right weight	187.96	70.30676
Female	15	About the right weight	172.72	57.606184
Female	16	About the right weight	160.02	55.338224
Female	17	About the right weight	172.72	63.50288
Male	15	Slightly overweight	187.96	-0.907184
Male	16	About the right weight	175.26	79.3786
Male	19	About the right weight	185.42	84.368112
Male	15	About the right weight	182.88	74.84268
Female	18	About the right weight	170.18	70.30676
Male	16	Slightly underweight	187.96	68.0388
Female	15	Slightly overweight	167.64	56.699
Female	19	Slightly overweight	160.02	58.96696
Female	15	About the right weight	152.4	48.534344
Female	19	Slightly overweight	154.94	63.50288
Male	17	About the right weight	185.42	79.3786
Female	15	About the right weight	160.02	53.523856
Female	15	About the right weight	162.56	52.16308
Female	19	Slightly overweight	160.02	56.699
Male	15	About the right weight	177.8	77.11064
Female	19	Slightly overweight	165.1	65.77084
Female	20	About the right weight	177.8	65.77084
Female	17	Slightly overweight	172.72	70.30676
Male	15	About the right weight	175.26	61.23492
Female	19	About the right weight	165.1	54.43104
Male	15	About the right weight	162.56	49.89512
Male	16	About the right weight	185.42	68.0388
Female	17	Slightly overweight	175.26	83.91452
Female	19	About the right weight	157.48	53.523856
Male	18	Slightly overweight	172.72	81.64656
Male	15	About the right weight	162.56	54.43104
Female	16	About the right weight	162.56	65.77084
Female	18	Slightly overweight	170.18	70.30676
Male	17	Slightly overweight	180.34	102.0582
Male	16	Slightly overweight	180.34	86.18248
Female	18	Slightly overweight	160.02	63.50288
Female	16	About the right weight	167.64	64.410064
Male	17	Slightly overweight	182.88	104.32616
Female	16	Slightly overweight	172.72	78.017824
Male	18	Slightly underweight	157.48	58.96696
Male	17	About the right weight	147.32	58.96696
Female	15	Slightly overweight	170.18	72.57472
Female	16	Slightly overweight	160.02	56.699
Male	15	About the right weight	170.18	74.84268
Female	17	About the right weight	160.02	50.802304
Female	14	About the right weight	162.56	48.987936
Male	18	About the right weight	187.96	83.91452
Male	18	Slightly underweight	180.34	72.57472
Male	16	About the right weight	180.34	70.30676
Male	16	Slightly underweight	182.88	63.50288
Female	19	About the right weight	175.26	70.30676
Male	19	About the right weight	175.26	68.0388
Female	17	About the right weight	152.4	45.3592
Female	19	About the right weight	157.48	66.224432
Female	19	Very overweight	172.72	90.7184
Female	17	Slightly overweight	165.1	79.3786
